Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Gaurav Bajaj, Siddharth, Manoj Vidwai",N/A,N/A,N/A,Honey Romey,Drama,tt4384018,N/A,N/A,Hindi,N/A,Confused @16,N/A,N/A,N/A,24 Apr 2015,,115 min,movie,N/A,Honey Romey,2015
,,,,,,,,,,,,,,,,,,,,,
"Jagbir, Mahimaa, Surajkshah",N/A,N/A,N/A,Kumar Santosh Gupta,Drama,tt3728220,N/A,N/A,Hindi,N/A,Kaand Black Scandal,Kaand is the story of brothers who return to their village and find themselves pulled into a feudal intrigue.[3] Beera is a sports coach in the college in which his younger brother Rajveer ...,N/A,N/A,15 Nov 2013,,N/A,movie,N/A,Kumar Santosh Gupta,2013
"William Cully Allen, Myles Belove, Alanna Blair, Kevin Borella",N/A,N/A,N/A,Daniel Kremer,"Comedy, Drama",tt1730767,8.0,13,"English, Hindi",N/A,The Idiotmaker's Gravity Tour,"Max Plugin is a jaded but flamboyant relic of the 1960s. In his teens, Max ran away to California, where he met Teschlock, a charismatic ascetic and guru renowned among a small group of ...",N/A,N/A,18 Aug 2011,,106 min,movie,N/A,"William Cully Allen (screenplay), Daniel Kremer (screenplay)",2011
"Vipul Chanda, Sushant Sudhakaran",N/A,N/A,N/A,Sushant Sudhakaran,Action,tt2327361,N/A,N/A,Hindi,N/A,Kay Sera Sera,N/A,N/A,N/A,N/A,,60 min,movie,N/A,Sushant Sudhakarn,2012
N/A,N/A,N/A,N/A,Kamal Bhatia,Drama,tt4772158,N/A,N/A,Hindi,N/A,Utho Aur Laro,The Movie is shown In Past present future events happening at the same time and is shot in Mockumentary style.,N/A,N/A,19 May 2015,,104 min,movie,N/A,Kamal Bhatia,2015
"Ananth, Attu, Aniket Dhamale, Dinesh",N/A,N/A,N/A,Surendran Kaliyaperumal,Thriller,tt7219476,N/A,N/A,Hindi,N/A,Gahan,N/A,N/A,N/A,20 Oct 2017,,112 min,movie,N/A,"Surendran Kaliyaperumal, Ramesh Urmilanshu",2017
"Neha Malhotra, Major Sriram",N/A,N/A,N/A,Sanjeev Sharma Ronkel,Drama,tt5949094,N/A,N/A,Hindi,N/A,Anubhuti: Taking the Legacy Forward,Anubhuti - Taking the legacy forward is a film produced by AWWA Sapta Shakti Association of Indian Army and directed by Sanjeev Sharma. The 45 min movie features Real Army Officer's Wives and Army Officers as Actors.,N/A,N/A,23 Aug 2015,,45 min,movie,N/A,"Jyoti Bhardwaj (story & screenplay by), Arti Kumar (story & screenplay by), Sanjeev Sharma Ronkel (story & screenplay by), Vineeta Shahni (concept by)",2015
,,,,,,,,,,,,,,,,,,,,,
"Bunty Bhatti, Harjit Bhullar, Sharan Chaudhary, Dhanveer",N/A,N/A,N/A,Inder Paul Singh,Comedy,tt2639970,N/A,N/A,"Panjabi, Hindi",N/A,O.G.J.,Meet has his hands full with a gharwaali (Preet) & an aadhi gharwaali (Nikki) to care for. He manages just fine under Bhalla's able guidance. All is well until Meet's mother suspects that Nikki & Meet share a secret.,N/A,N/A,01 Mar 2013,,N/A,movie,N/A,"Sandeep Dey (screenplay), Inder Paul Singh (story)",2013
"Chinmay Shrivastava, Sankalp Shrivastava, Upendra Kumar Shrivastava, Richard Trombly",N/A,N/A,N/A,Sankalp Shrivastava,"Action, Comedy, Drama",tt4024284,N/A,N/A,Hindi,N/A,Jai Singh Are Baap Re: Chapter 1,"Film is based on Engineering Students Life, suddenly mind game starts and as suspense about to revelled city of INDORE faces danger of Zero Gravity , To stop and controlled Mechanical ...",N/A,N/A,26 Sep 2014,,142 min,movie,N/A,Sankalp Shrivastava,2014
,,,,,,,,,,,,,,,,,,,,,
"Adil Ahamad, Roman Ajaz, Casim Bilal, Zahur Qadir",N/A,N/A,N/A,Qazi Abrar,Thriller,tt3524536,5.9,7,Hindi,N/A,Akela the Alone,"A loner, whose parents died years ago, lives all alone doing petty jobs for survival. He meets Nadeem and Dawood and his whole life takes a turn to insanity.",N/A,N/A,04 Mar 2014,,58 min,movie,N/A,Abrar Qazi,2014
,,,,,,,,,,,,,,,,,,,,,
"Shriswara, Vdyut Xaviier",N/A,N/A,N/A,Shine Krishna,Sport,tt1826581,N/A,N/A,Hindi,N/A,4pm on the Court,N/A,N/A,N/A,31 Dec 2011,,115 min,movie,N/A,Ajit Kuriakose Verghese,2011
"Shitiz Srivastava, Avinash Dhyani, Dipankar Bahalia, Hima Singh",N/A,N/A,N/A,Shitiz Srivastava,"Action, Comedy, Crime",tt2243308,N/A,N/A,"Hindi, English",N/A,Amphigori,"This movie is a motley collection of 12 short films varying from action, drama, comedy to romance and connected together with the help of a book and a conversation of two guys who are planning to make a movie.",N/A,N/A,10 Dec 2013,,N/A,movie,N/A,Shitiz Srivastava,2013
,,,,,,,,,,,,,,,,,,,,,
"Sadhvi Bhatt, Zuber k Khan, Prasad Shikhare, Vikas Shrivastav",N/A,N/A,N/A,Mukesh Mishra,Drama,tt7128026,N/A,N/A,Hindi,N/A,The Dream Job-50$aRupee,N/A,N/A,N/A,21 Jul 2017,,138 min,movie,N/A,N/A,2017
N/A,N/A,N/A,N/A,Amit Sharma,Drama,tt4123824,N/A,N/A,Hindi,N/A,Pyar Se Dekho Zara,N/A,N/A,N/A,N/A,,N/A,movie,N/A,Amit Sharma,2013
,,,,,,,,,,,,,,,,,,,,,
"Hemant Gopal, Rituparna Sengupta",N/A,N/A,N/A,Dinesh P. Bhonsle,Drama,tt3311236,5.2,5,Hindi,N/A,Calapor,"The film is a taut thriller, set in the backdrop of a jail. It is a modern story of reformation. The film provokes thoughts about the nature of human being while infusing hope that there is...",N/A,N/A,02 Aug 2013,,120 min,movie,N/A,"Surabhi Dashputra (lyrics), Mihir Vardan",2013
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,Joy Augustine,Drama,tt3720302,N/A,N/A,Hindi,N/A,Little Godfather,N/A,N/A,N/A,05 Dec 2014,,N/A,movie,N/A,Joy Augustine,2014
,,,,,,,,,,,,,,,,,,,,,
"Hemanth Mahaur, Niraj Sah",N/A,N/A,N/A,Ramchandra P.N.,"Comedy, Drama, Family",tt2421260,N/A,N/A,Hindi,N/A,The Bankrupts,"When two filmmakers meet after fifteen years, and one of them narrates a script to the other, they find the past catches up with them...",N/A,N/A,20 Apr 2014,,105 min,movie,N/A,"Ramchandra P.N. (screenplay), Ramchandra P.N. (story), Ramchandra P.N., Niraj Sah (Hindi dialogue), Niraj Sah",2014
"Mukta Barve, Swapnil Joshi, Kadambari Kadam, Sai Tamhankar",N/A,N/A,N/A,Samir Joshi,"Drama, Romance",tt3375154,6.7,61,"Marathi, Hindi",N/A,Mangalashtak Once More,N/A,N/A,N/A,22 Nov 2013,,122 min,movie,N/A,N/A,2013
"Gautam Dingre, Kaustubh Gadge, Sanjeevani, Neha Tiwari",N/A,N/A,N/A,Zia Khan Lodhi,Comedy,tt2949392,N/A,N/A,Hindi,N/A,Vat Lag Gayi Salim Ki,N/A,N/A,N/A,06 Feb 2013,,N/A,movie,N/A,Ramesh Iyer,2013
Sakshi Oberoi Bahadur,N/A,N/A,N/A,Prashant Sehgal,Drama,tt3396080,N/A,N/A,"English, Hindi",N/A,Diary Of an Overly Reactive Middle Aged Teenager,"This is a coming of age story of Sakshi, a girl who chooses the complexities of following her dream over the comfort of home, which is hindered by mundane job applications.",N/A,N/A,22 Dec 2013,,72 min,movie,N/A,Sakshi Oberoi Bahadur,2013
"Ankita Sarkar, Shahraaj",N/A,N/A,N/A,Sounak Mukhopadhyay,"Drama, Romance",tt2713722,N/A,N/A,Hindi,N/A,Naseman,A boy from India. A girl from Pakistan. 26/11 Mumbai Attack. A love story.,N/A,N/A,01 Sep 2014,,81 min,movie,N/A,"Sounak Mukhopadhyay (story), Sounak Mukhopadhyay, Sounak Mukhopadhyay",2014
,,,,,,,,,,,,,,,,,,,,,
"Ankul Kumar, Amit Tiwari",N/A,N/A,N/A,Aakash Chaturvedi,Musical,tt4597384,N/A,N/A,Hindi,N/A,Rising of Sarpanch,A film about sarpanch raaj in villages very good film. Director akash chaturvedi showed his amazing talent.,N/A,N/A,21 Jan 2014,,N/A,movie,N/A,Amit Tiwari,2014
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,Treenayan Sharma,Action,tt6041648,N/A,N/A,Hindi,N/A,Shikkast,N/A,N/A,N/A,06 Jan 2016,,N/A,movie,N/A,Treenayan Sharma,2016
"Tushar Jha, Krish, Om",N/A,N/A,N/A,Anil Naryani,Drama,tt4954590,N/A,N/A,"Marathi, Hindi",N/A,Extra Or Extraordinary,N/A,N/A,N/A,N/A,,N/A,movie,N/A,Sagar Pathak,2015
,,,,,,,,,,,,,,,,,,,,,
"Pragati Gaikwad, Yugraj Jain, Meghana Nikhade, Shiv Sharma",N/A,N/A,N/A,Rohaan Satghare,Drama,tt3325636,N/A,N/A,Hindi,N/A,Akath Kahani,N/A,N/A,N/A,13 Dec 2013,,120 min,movie,N/A,Yugraj Jain,2013
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Priyanka Mukherjee, Rahee Punyashloka, Soumyo Roy, Shikhant Sablania",N/A,N/A,N/A,Twish Mukherjee,Drama,tt2592030,6.8,5,"English, Hindi, Bengali",N/A,Nothing Unusual,All his problems have one solution: he needs to make a film.,N/A,N/A,N/A,,N/A,movie,N/A,"Lohit Grover, Twish Mukherjee, Shikhant Sablania",2013
