Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
Abhishek Patel,N/A,N/A,N/A,Satish Torani,Comedy,tt4846808,6.0,8,Hindi,N/A,The Nincompoops Hindi Movie,Three friends who have lost their money unintentionally display their stupidity in solving every situation which leads to even more silly situations which makes them getting back the money even more difficult.,N/A,N/A,14 Jan 2013,,107 min,movie,N/A,Satish Torani,2013
,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,Milind Ukey,"Action, Drama, Thriller",tt5065688,N/A,N/A,Hindi,N/A,Ranviir the Marshal,Its Ranviir's journey to the discovery of his true calling and destiny which has been a secret till date.,N/A,N/A,30 Oct 2015,,N/A,movie,N/A,"Priyanka Monga, Milind Ukey",2015
"Gaurav Chowdhary, Shakirul Alam, Ravi Shankar Chowdhary, Shivan Thukral",N/A,N/A,N/A,Shakirul Alam,Drama,tt4454784,N/A,N/A,Hindi,N/A,Teen Taal,A classical musician in Delhi struggles to take his music forward and his son attempts to revive his unfinished dream.,N/A,N/A,N/A,,N/A,movie,N/A,Shakirul Alam,2016
"Sanjay Bhatia, Sushil Bhosale, Mandeep Ghai, Atul Mahajan",N/A,N/A,N/A,Sudeep Ranjan Sarkar,Drama,tt6392832,N/A,N/A,Hindi,N/A,Paradiso,"Paradiso is my second feature film, the first being 'Umformung-The Transformation'. This movie is part of my trilogy 'Search' series, the third film is yet to be made. In Paradiso, I was ...",N/A,N/A,N/A,,90 min,movie,N/A,Sudeep Ranjan Sarkar,2017
"Sohan Borcar, Joanne Da Cunha, Razak Khan, Les Menezes",N/A,N/A,N/A,Milroy Goes,"Crime, Mystery, Thriller",tt5906418,N/A,N/A,"Konkani, Panjabi, Hindi",N/A,Welcome M1LL10NS,A corrupt Police Officer is forced to reopen the unsolved case of Lottery Scam and he gets caught up in an unexpected situation.,N/A,N/A,N/A,,N/A,movie,N/A,"Milroy Goes, Stephen Lawrence Rebello",2018
,,,,,,,,,,,,,,,,,,,,,
"Lillete Dubey, Gurpreet Ghuggi, Gary Gill, Ayub Khan",N/A,N/A,N/A,Pammi Somal,Romance,tt2073038,N/A,N/A,Hindi,N/A,Na Jaane Kabse,"Karan Bajaj, a bartender turned resort developer, is the King of Tragedies. He is ditched at the altar by his fiance for the third time, and to save face he claims that she was not good ...",N/A,N/A,18 Nov 2011,,N/A,movie,N/A,Pammi Somal,2011
,,,,,,,,,,,,,,,,,,,,,
"Munesh Nehra, Asrani, Shakti Kapoor, Jay Sharma",N/A,N/A,N/A,Ramkumar Pawadia,Comedy,tt4662530,N/A,N/A,Hindi,N/A,Ishq Ka Manjan,N/A,N/A,N/A,01 Jul 2015,,N/A,movie,N/A,Ramkumar Pawadia (story),2015
"Ajay Arora, Sainsh Bhalla, Amit Malhotra, Toshir Nalwat",N/A,N/A,N/A,Jagat Joon,Thriller,tt4887226,N/A,N/A,Hindi,N/A,Bewajah,"A school kid, An Intellegence Agent, A Terrorist, unaware of each other's existence; Especially when they are minding their own business and living their respective lives, end up affecting each other's life.",N/A,N/A,N/A,,N/A,movie,N/A,Jagat Joon,2017
"Meera, Aryeman Ramsay, Ashutosh Kaushik, Rudra Kaushik",N/A,N/A,N/A,Ajay Yadav,Thriller,tt3780532,2.7,22,Hindi,N/A,Bhadaas,A detective with training in criminal psychology aids the local police's hunt for a female serial killer who seduces unfaithful husbands before murdering them.,Contentino,N/A,27 Dec 2013,,89 min,movie,N/A,"Paramjeet Singh, Ajay Yadav",2013
"Aadil Abedi, Catherine Fallows, Kiran Gadalay, Raghuvardhan Garlapati",N/A,N/A,N/A,Nitin Raghunath,"Comedy, Drama",tt2589600,7.2,24,Hindi,N/A,Mere Haule Dost,This is a comedy drama about 5 college kids who want to go on a bike rally in the Himalayas but do not have the resources. The film is about how these kids deal with the threat of ...,N/A,N/A,07 Jun 2013,,112 min,movie,N/A,Nitin Raghunath,2013
"Gajanand Bind, Seema Biswas, Alok Chaturvedi, Devika Daftardar",N/A,N/A,N/A,Dhiraj Meshram,Drama,tt1885203,N/A,N/A,Hindi,N/A,Baromas,N/A,N/A,N/A,17 Jun 2016,,123 min,movie,N/A,Dhiraj Meshram (script and dialogue),2013
,,,,,,,,,,,,,,,,,,,,,
"Ishaan Manhaas, Dheeraj Miglani, Priti Gandwani, Shubhi Ahuja",N/A,N/A,N/A,Shankhadeep,"Drama, Romance",tt1814619,3.7,57,"Hindi, English",N/A,Aashiqui.in,A dark-complexioned waitress develops an on-line relationship a hunk in her school.,N/A,N/A,11 Feb 2011,,109 min,movie,N/A,Shankhadeep,2011
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,Himanshu Gulati,Drama,tt5797102,N/A,N/A,Hindi,N/A,Desert Tears,N/A,N/A,N/A,N/A,,98 min,movie,N/A,N/A,2016
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Asrani, Lillete Dubey, Paresh Rawal, Mukesh Rishi",N/A,N/A,N/A,Murali Nagavally,Comedy,tt0847735,4.2,16,Hindi,N/A,Fun in the Army,What happens when the first woman to join the infantry in India happens to be the incredibly gorgeous Mallika Sherawat?,N/A,N/A,N/A,,N/A,movie,N/A,Farhad Bhiwandiwala,2010
"Omkar Das Manikpuri, Rajeev Verma, Dev Gohar, Satya Khare",N/A,N/A,N/A,Varun Middha,Sci-Fi,tt3498078,4.5,23,Hindi,N/A,Ebn-e-Batuta,"One Day Aliens Landed on Punjab the land of Fun , Masti and Innocence .the villagers are very superstitious They Make Them GOD.",N/A,N/A,14 Apr 2014,,125 min,movie,N/A,"Abhishek Bhola (dialogue), Varun Middha (dialogue), Varun Middha (screenplay), Varun Middha (story)",2014
"Rahul Bagga, Geetika Tyagi, Reema Worah, Rajesh Sharma",N/A,N/A,N/A,Chittaranjan Tripathy,Comedy,tt3580552,3.8,6,Hindi,N/A,Tera Mera Tedha Medha,"Tera Mera Tedha Medha (TMTM) is a quirky-topsy-turvy romantic comedy influenced by Planetary Disposition. It is a love story of two young struggling painters Rajan and Kamini, intertwined ...",N/A,N/A,11 Sep 2015,,107 min,movie,N/A,"Chittaranjan Tripathy, Chittaranjan Tripathy (story), Chittaranjan Tripathy (screenplay), Chittaranjan Tripathy (dialogue), Manoj Santoshi (additional dialogue)",2015
"Jatin Khurana, Noopur Patwardhan, Akansha, Sahil Vaid",N/A,N/A,N/A,Jain Rakesh,Romance,tt1893409,5.7,7,Hindi,N/A,Ye Stupid Pyar,"Abhishek meets Neha while on vacation in Mumbai. Within two weeks, they get married. When they arrive at their new home in Singapore, she disappears.",N/A,N/A,09 Dec 2011,,N/A,movie,N/A,Rakesh Jain,2011
"Bhavna Mali, Eknath Kamble, Pawan, Akshay",N/A,N/A,N/A,Raja Krishna,Drama,tt5087804,7.5,8,"Hindi, English",N/A,Flying Colors,"A 15 year old mute village girl runs away from home due to problems, lands in Mumbai city. Initially she struggles to cope up with the big city, but fights her way forward to survive and achieve freedom overcoming obstacles.",N/A,N/A,05 May 2016,,84 min,movie,N/A,Raja Krishna,2016
,,,,,,,,,,,,,,,,,,,,,
"Arti Rautela, Amit Purohit, Janardhan Mishra, Mahananda Gandhi",1 nomination.,N/A,N/A,Ashtar Sayed,Drama,tt2004172,6.9,20,Hindi,N/A,Bijuka,"Inspired by true events. Scarecrow, tells the true story of a young woman who is attempting to escape from an abusive arranged marriage. After she is forced to stand trial for her efforts ...",Indie Crush,NOT RATED,N/A,,74 min,movie,N/A,Mahendra Purohit,2012
,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,Shashank Saini,"Adventure, Comedy",tt5286134,N/A,N/A,Hindi,N/A,BTC,"Delhi is constantly spreading through the urbanization of villages and the surrounding forests, shopping centers are replacing agricultural fields, and the life the local community is familiar with is disappearing.",N/A,N/A,N/A,,41 min,movie,N/A,N/A,2015
"Dinesh Jethani, Rahil Mansoori, Paramveer Singh",N/A,N/A,N/A,Ashu Bharti,Crime,tt6033018,N/A,N/A,Hindi,N/A,Azaab,A story of three friends who caught in a situation which leads them to kidnap a kid.,N/A,N/A,10 Aug 2016,,75 min,movie,N/A,Ashu Bharti,2016
"Rupak Ginn, Ravi Khanvilkar, Stephen McHattie, Vipin Sharma",N/A,N/A,N/A,Sami Khan,Drama,tt2613458,8.9,51,"English, Hindi",N/A,Khoya,"After the death of his adopted mother, a Canadian man travels to rural India desperately searching for the birth family he's never known and seeking to unravel the mystery surrounding his adoption.",N/A,N/A,10 Jun 2016,,82 min,movie,N/A,Sami Khan,2015
,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,Prabhkirat Singh,Fantasy,tt4977230,N/A,N/A,"English, Hindi",N/A,The Magic Circle,This is the story of two brothers who got separated from birth due to an accident. One became evil and wants to be the dark lord who controls the whole universe while other became hacker ...,N/A,N/A,15 Aug 2016,,70 min,movie,N/A,Prabhkirat Singh,2016
"Yashit Duggal, Siddant Gupta, Pritma Manohar, Zubin Mehta",N/A,N/A,N/A,Mohinder Pratap Singh,Drama,tt5116464,N/A,N/A,Hindi,N/A,Ek tha Bhujang,"'Ek tha Bhujang' is a story of a 10 years old boy wanting to play the role of Lord Krishna... the hindu GOD, in the school drama. There's only one thing that stops him from getting this ...",N/A,N/A,31 Jul 2015,,73 min,movie,N/A,Mohinder Pratap Singh,2015
"Rakesh Bedi, Nitin Gurbani, Rajit Kapoor, Raju Kher",N/A,N/A,N/A,Kawal Sharma,Drama,tt2224282,N/A,N/A,Hindi,N/A,Delhi Eye,N/A,N/A,N/A,01 Jul 2012,,N/A,movie,N/A,Kawal Sharma,2012
"Nitin Goel, Gagan Singh Sethi",1 nomination.,N/A,N/A,Amit Dutta,Sci-Fi,tt2206094,7.0,19,Hindi,N/A,Sonchidi,"Two travelers who are in search of a flying-craft, which they believe could possibly take them to the ultimate escape from the cycle of births. On their way they record their memories, dreams and fears in a sound-recorder and a notebook.",N/A,N/A,01 Nov 2011,,55 min,movie,N/A,Amit Dutta,2011
"Augustine, Fathima Babu, Byon, Disney James",N/A,N/A,N/A,Biju Bhaskar Nair,"Action, Crime, Thriller",tt4125324,4.4,7,"Malayalam, Hindi",N/A,@Andheri,"A Malayalam Action Thriller delving deep into the dark underbelly of Mumbai, Pappan and Appu are two brothers who lead their life doing odd jobs. By quirk of fate Appu becomes a cold ...",N/A,N/A,14 Feb 2014,,116 min,movie,N/A,"Biju Bhaskar Nair (screenplay), Biju Bhaskar Nair (story), Renji Verghese (hindi dialogue)",2014
"Karan Sharma, David Ropmay",N/A,N/A,N/A,Shivajee Chandrabhushan,"Drama, Sport",tt2261925,7.2,11,"Hindi, Ladakhi, English, Russian",N/A,One More...,"The story of a little known ice hockey team from Ladakh, India which struggles against all odds to keep the game alive in India. They get a lucky break to represent India at a tournament in...",N/A,N/A,N/A,,90 min,movie,N/A,"Triparna Banerjee (screenplay), Triparna Banerjee, Shivajee Chandrabhushan",2012
,,,,,,,,,,,,,,,,,,,,,
"Tobias Schmutzler, Frederic Heidorn, Shanti Chakraborty, Ajay Kumar",N/A,N/A,N/A,"Kevin Schmutzler, Tobias Schmutzler","Adventure, Drama",tt2807440,5.6,5,"German, English, Hindi",N/A,Away,"It is the story of a naive German, who wants to dig a well in India. It is an adventure film and a documentary about the adventure 'film' all in one. AWAY tells two parallel stories in two different ways.",N/A,N/A,22 Mar 2013,,87 min,movie,N/A,"Kevin Schmutzler, Tobias Schmutzler",2013
"Prakash Deshmukh, Geetika Shyam, Virendra Kumar Nathenial",N/A,N/A,N/A,Sudhanshu Sharma,Drama,tt5896666,N/A,N/A,Hindi,N/A,Kalichaat,"In the Malwa-Nimar region of Western Madhya Pradesh (An Indian State), 'Kalichaat' is the name for a kind of exceptionally hard rock. Encountering it while digging for water is considered ...",N/A,N/A,N/A,,70 min,movie,N/A,N/A,2016
,,,,,,,,,,,,,,,,,,,,,
"Daya Shankar Pandey, Ashutosh Rana, Arti Rautela",N/A,N/A,N/A,Suman Maitra,"Drama, Musical",tt3226102,N/A,N/A,"English, Hindi",N/A,Mutthi Bhar Sapne,A musical film set in the heartlands of modern India. It traces the journey of a 10 year old blind boy 'Kesu' as he and his family work towards regaining his eyesight. Positive and ...,N/A,N/A,N/A,,N/A,movie,N/A,Suman Maitra,2013
"Tarun Dhakad, Tushar Barmaiya, Aditya Tiwari, Sanjeev Kumar",N/A,N/A,N/A,Srivinay Salian,"Short, Drama",tt6030678,N/A,N/A,Hindi,N/A,Bina Chehre Ka Doctor,"A well educated renowned Doctor is on a self-exile paying for the unpardonable sin he had committed years ago. The more he struggles to right the wrong, the more he is haunted by the Sins of his past.",N/A,N/A,N/A,,N/A,movie,N/A,Deepak Ramteke,2016
"Kashish Dutt, Manish Garg, Ankur Khanna, Nitin Patil",N/A,N/A,N/A,Sunil Prem Vyas,"Comedy, Family",tt1874505,N/A,N/A,Hindi,N/A,Galti Se Mistakke Ho Gayi,N/A,N/A,N/A,N/A,,102 min,movie,N/A,Sunil Prem Vyas,2011
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Kajal Solanki, Raushan Jha, Kasim Khan, Abhigna Mehta",N/A,N/A,N/A,N/A,Thriller,tt5247556,N/A,N/A,Hindi,N/A,Love Alive,N/A,N/A,N/A,N/A,,90 min,movie,N/A,"Raushan Jha (story), Satyendra Pandey (screen play and dialogue)",2016
"Nagesh Bhonsle, Ehsan Khan, Kanishka Soni, Pankaj Titoria",N/A,N/A,N/A,Ravi Basera,Action,tt6890592,N/A,N/A,Hindi,N/A,Bandit Queen-2,N/A,N/A,N/A,31 Dec 2013,,N/A,movie,N/A,"Pramod Sharma (Story, Screenplay and dialogue Writer)",2013
"Sanjay Bhatia, Sushil Bhosale, Parijaat Chakraborty, Neha Kapoor",N/A,N/A,N/A,Sudeep Ranjan Sarkar,"Drama, Family",tt4446256,8.5,6,"English, Hindi",N/A,Umformung: The Transformation,"Two parallel stories of intense dimensions, The journey within of a Buddhist Monk and that of a Female Builder. and their transformation. Buddhist monk's search for truth, that takes him ...",N/A,N/A,01 Sep 2014,,126 min,movie,N/A,"Sudeep Ranjan Sarkar, Sudeep Ranjan Sarkar (story), Sudeep Ranjan Sarkar",2014
"Dilshad Patel, Vasundhara Das, Raj Vasudeva, Sunil Prem Vyas",N/A,N/A,N/A,Pankaj Prakash,Drama,tt0479807,6.5,6,Hindi,N/A,Abhishapt,"Based on a true story, 'Abhishapt' is shot entirely on location in Agra and Fathepur Sikri. The film is based in rural India.A newly wed, stone cutter ""Manya"",falls prey to the whims of the...",N/A,N/A,N/A,,N/A,movie,N/A,Manju Sinha,2011
"Shivangi Joshi, Kanishk Tomar, Rahul Kumar, Mayank Nautiyal",N/A,N/A,N/A,Pramod Pathak,Drama,tt6219544,N/A,N/A,Hindi,N/A,Pinti Ka Sabun,"A sensitive story of a boy, a bar of soap and complicated equations.",N/A,N/A,N/A,,85 min,movie,N/A,Sanjay Khati,2016
,,,,,,,,,,,,,,,,,,,,,
"Siddhart Jichkar, Leonard Naidu, Stanzin",N/A,N/A,N/A,Piyush Pande,Adventure,tt5000220,N/A,N/A,Hindi,N/A,Mike: The Journey,Siddhart finds his true calling during a mystical road trip to magical land of pristine beauty - the Leh-Ladkh on his bike.,N/A,N/A,30 Oct 2015,,N/A,movie,N/A,Piyush Pande,2015
"Yash Acharya, Navina Bole, Hetvi Charla, Pankaj Kalra",N/A,N/A,N/A,Ashish Bhavsar,Comedy,tt2585654,4.0,7,Hindi,N/A,Mere Genie Uncle,Mere Genie Uncle is a 3D Movie for the Entire Family.,N/A,N/A,11 Sep 2015,,N/A,movie,N/A,Ashish Bhavsar,2015
"Pakkhi Hegde, Mushtaq Khan, Himani Shivpuri, Sanjay Batra",N/A,N/A,N/A,Mayank Prakash Srivastava,Drama,tt3701448,N/A,N/A,Hindi,N/A,Kala Sach: The Black Truth,"The Black Truth is based on a true story. The film highlights the cruelty and inhumane treatment to women in the name of Witch Hunting. This is an old age ritual, which is now used for ...",N/A,N/A,N/A,,120 min,movie,N/A,"Tanveer Durrani (screenplay), Mayank Prakash Srivastava (original story), Mayank Prakash Srivastava (story), Durrani Tanveer (script writer)",2014
"Bharat Chawla, Nemi Chandra Jha, Moumita Nandi",N/A,N/A,N/A,Vishal Mourya,Drama,tt7025784,N/A,N/A,Hindi,N/A,B for Bundelkhand,"A father and son relationship drama taking place in worst land for farming, Bundelkhand, India. Bundelkhand situations aggravate the conflicts and it only gets worse in time.",N/A,N/A,N/A,,117 min,movie,N/A,"Prasad Lenka Debi, Vishal Mourya, Mourya Vishal",2017
"Kiren Jogi, Priyanka Kothari, Nakul Vaid",N/A,N/A,10 Sep 2002,Kishore Bhargav,Thriller,tt2202579,3.8,8,Hindi,N/A,Stalker,N/A,N/A,N/A,01 Apr 2012,,N/A,movie,N/A,Rohit G. Banawlikar,2012
"Arjun, Bianca Desai, Rajneesh Duggal, Tinnu Verma",N/A,N/A,N/A,Tinnu Verma,Thriller,tt4089580,N/A,N/A,Hindi,N/A,This Weekend,Dr Sanjay (Arjun) goes on a picnic with his wife Dr Shivani (Bianca Desai) and daughter Anjali (Dhanya). They lose their way and get struck in the forest. They are joined by two lover ...,N/A,N/A,17 Feb 2012,,N/A,movie,N/A,Tinnu Verma,2012
Ankur Singh,N/A,N/A,N/A,Rahul Dahiya,"Crime, Drama, Mystery",tt3542186,N/A,N/A,Hindi,N/A,G: A Dark Tale of Desires,"Three women and the collision of their ""G"" (Desire-choice-the sexual instinct) with outdated yet very widely prevalent, violent feudal notions of relationships, sexuality and freedom of choice.",N/A,N/A,30 Mar 2017,,120 min,movie,N/A,Rahul Dahiya,2017
N/A,N/A,N/A,N/A,N/A,"Action, Drama",tt7246746,N/A,N/A,Hindi,N/A,Bhaiyyajaan,"After his film gets leaked online by a rival, Vikas Kumar aka Guna aka Bhaiyyajaan vows to destroy him and to never let him destroy any other person's film.",N/A,N/A,30 Oct 2016,,57 min,movie,N/A,N/A,2016
"Tanvir Ahmed, Ayaz Amir, Suzanne Bernert, Akhil Mishra",N/A,N/A,N/A,Rajesh Ganguly,Thriller,tt2073596,N/A,N/A,Hindi,N/A,Kram,N/A,N/A,N/A,N/A,,N/A,movie,N/A,Rajesh Ganguly,2012
"Anup Jain, Sandeep Vyas",N/A,N/A,N/A,Haris Pal,Drama,tt6273184,N/A,N/A,Hindi,N/A,Atyachar Lekin Kab Tak,N/A,N/A,N/A,13 Jan 2013,,N/A,movie,N/A,N/A,2013
"Mona Chaudhary, Satish Chikhle, Abdul Gaffar Khan, Idris Khatry",N/A,N/A,N/A,Nirbhay Chaudhary,Action,tt4961868,N/A,N/A,Hindi,N/A,Angoori Bani Angaara,"Angoori Bani Angara is a female oriented Hindi Feature film based on Tribal backdrop, The film features basic social problems faced by women in India and her Struggle for Justice.",N/A,N/A,13 Mar 2015,,142 min,movie,N/A,"Nirbhay Chaudhary, Gulrez Hussain",2015
"Sabreen Baker, Swetanshu Bora, Mukesh Ghatiya, Nidhi Pant",N/A,N/A,N/A,Aamreeta Gautam,Crime,tt3459430,6.0,35,Hindi,N/A,Supari - The Quest Begins Now,In a party full of people a gate crasher was murdered. No one saw who did it .Are they all lying to cover up something big? For DSP Nirmal Pandey the quest begins NOW.,N/A,N/A,12 Jan 2014,,90 min,movie,N/A,"Aamreeta Gautam, Kiran Midigeshi",2014
"Akruti Agrawal, Arman Tahil, Milan Vaidya",N/A,N/A,N/A,Dinesh Lamba,Action,tt4766960,N/A,N/A,Hindi,N/A,Lion of Gujarat,N/A,N/A,N/A,26 Jun 2015,,N/A,movie,N/A,N/A,2015
"Bijju, Ghananand, Balraj Negi, Mir Ranjan Negi",N/A,N/A,N/A,Naresh Khanna,Drama,tt4670548,N/A,N/A,N/A,N/A,Subero Ghaam,N/A,N/A,N/A,26 Dec 2014,,N/A,movie,N/A,Urmi Negi,2014
N/A,N/A,N/A,N/A,"Anuj Gulati, Vijayeta Kumar, Hardik Mehta, Vivek Soni","Comedy, Drama",tt6272856,N/A,N/A,"Hindi, English",N/A,Chaar Cutting,"Four stories that will make you laugh, make you cry and leave you thinking. Handpicked films that capture a wide array of human emotion and genres including comedy, satire, romance and thriller.",N/A,N/A,29 May 2015,,76 min,movie,N/A,N/A,2015
Kiran Kaur,N/A,N/A,N/A,Amit r Agarwal,Comedy,tt4458338,N/A,N/A,Hindi,N/A,69 Opposites Attract,N/A,N/A,N/A,21 Jun 2011,,96 min,movie,N/A,Amit r Agarwal,2011
"Rajeev Agnihotri, Manisha Chauhan, Nidhi Gupta, Shikha",N/A,N/A,N/A,Sridhar Naidu,"Comedy, Thriller",tt4616258,N/A,N/A,Hindi,N/A,Dead Morning,N/A,N/A,N/A,11 Sep 2015,,135 min,movie,N/A,"Sameena Kausar (concept), Sridhar Naidu",2015
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Arun Bakshi, Vijay Bhatia, Krutika Gaikwad, Anju Mahendru",N/A,N/A,N/A,Munnawar Bhagat,Drama,tt4331804,N/A,N/A,Hindi,N/A,Laakhon Hain Yahan Dilwaley,"A sweet love story with bollywood-style twists. Laakhon Hain Yahan Dilwaley revolves around the lead ""Swara"" (Krutika Gaekwad) a middle class ,working girl ; and how she finds solace in ...",N/A,N/A,01 Apr 2015,,N/A,movie,N/A,Munnawar Bhagat,2015
"Darryll Alvey, Pranith Andole, Chris Atkinson, Bill Collins",N/A,N/A,N/A,"Roger Slagle, Devi Singh Rajput","Action, Adventure, Crime",tt6638530,N/A,N/A,"English, Hindi",N/A,Divia,When Diva and her baby are tricked into leaving their Rajasthani village to come to America; they are exploited by international crime and trafficking cartels.,N/A,N/A,01 Oct 2016,,54 min,movie,N/A,Roger Slagle,2016
Prashast Singh,N/A,N/A,19 Aug 2017,Prashast Singh,"Action, Thriller",tt7122054,N/A,N/A,Hindi,N/A,Broken Point,"A violent man's wish to earn peace prize throws him into a haywire situation where he must choose between violence and death, especially after he has pledged not to fight.",N/A,NOT RATED,19 Aug 2017,,30 min,movie,N/A,Prashast Singh,2017
"Himani Attri, Mansoob Haider, Hema Singh, Bhagwan Tiwari",N/A,N/A,N/A,Prashant Singh Rathore,Family,tt2645934,N/A,N/A,Hindi,N/A,Run Bhoomi Champs Don't Cry,N/A,N/A,N/A,12 Nov 2015,,107 min,movie,N/A,"Ajay Garg (lyrics), Mansoob Haider (story), Prashant Singh Rathore (screenplay)",2015
"Atif Rashid, Saurabh Kumar, Anamika Raj, Priyanka Kumari",N/A,N/A,N/A,Moosa Saleem,"Crime, Drama, Thriller",tt3908834,7.5,38,Hindi,N/A,Long Dark Road,"The fate of 4 kids will change forever, in a way they would have never imagined. A chance meeting of strangers trying to forget the past, little do they know, it would come back and haunt ...",N/A,N/A,14 Jul 2014,,68 min,movie,N/A,"Moosa Saleem (screenplay), Deepak Kumar, Hardik Kapadia",2014
"Chandrashekhar, Asmita Sharma",N/A,N/A,N/A,Pratik Sharma,Family,tt6052806,N/A,N/A,Hindi,N/A,Gutrun Gutargun,THIS STORY RELATES TO SUCH A VILLAGE WHERE THE HOUSES HAVE NO FACILITY OF TOILETS AND THERE ARE TWO DIFFERENT LAWS FOR MEN AND WOMEN RELATING TO FIXATION OF TIME TO GO TO VILLAGE TOILET. IN...,N/A,N/A,02 Sep 2016,,112 min,movie,N/A,"Asmita Sharma, Pratik Sharma",2016
"Vishant Ahluwalia, Pawan Bhandari, Master Ritesh Bhanushali, Shruti Bhattacharya",N/A,N/A,N/A,Ziaullah Khan,Comedy,tt2450994,N/A,N/A,Hindi,N/A,Pakauu,N/A,N/A,N/A,N/A,,120 min,movie,N/A,"Satyajit Krushna Mahanti, Bhupendra Singh Megh (dialogue writer)",2012
"Sulagna Chatterjee, Abhijeet Choudary, Dhanashree Heblikar, Ayub Khan",N/A,N/A,N/A,Abhijeet Choudhary,Comedy,tt2605288,N/A,N/A,Hindi,N/A,Pune tc,PUNE tc is a Hindi romantic comedy film directed by Abhijeet Choudhary,N/A,N/A,24 Feb 2012,,N/A,movie,N/A,Shaik Riyaz,2012
