Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Satwant Bal, Chhotu, Dharmu, Hardeep Gandhi",N/A,N/A,N/A,Jeet Matharru,"Drama, Family",tt1506994,6.3,6,Hindi,N/A,Woman from the East,A hard hitting realistic film on human exploitation issues in the underbelly of rural India.,N/A,N/A,N/A,,120 min,movie,N/A,Jatinder Brar,2013
"Seema Biswas, Vineeth",N/A,N/A,N/A,David Atkins,"Drama, Musical",tt1921071,4.2,6,Hindi,N/A,Queens! Destiny of Dance,"Mukta is a transgender. He/she is the best dancer in a dedicated Indian palace community. Mukta is a natural leader whom all the other transgender dancers look up to. That is until Nandini,...",N/A,N/A,29 Apr 2014,,112 min,movie,N/A,David Atkins,2011
"Gulshan Grover, Munish Khan, Zakir Hussain, Mukesh Tiwari",N/A,N/A,N/A,Sachin P. Karande,"Action, Crime, Drama",tt1740017,5.3,60,"Hindi, Marathi, English",N/A,Payback,A man decides to re-pay a good Samaritan but regrets doing so after he finds out that he is an assassin.,BIGFlix,N/A,26 Nov 2010,,115 min,movie,N/A,"Upendra Sidhaye, Dev Sikandar (lyrics)",2010
"Swara Bhaskar, Vishwesh Krishnamoorthy, Kartik Krishnan, D. Santosh",N/A,N/A,N/A,Srinivas Sunderrajan,"Drama, Mystery, Sci-Fi",tt1773774,6.5,50,"English, Hindi",N/A,The Untitled Kartik Krishnan Project,"In a bustling office in Mumbai, Kartik Krishnan sits behind his desk coding HTML websites when he chances upon a blog on cinema featuring Independent filmmakers. This sparks his intentions ...",N/A,N/A,31 Oct 2010,,75 min,movie,N/A,"Vijesh Rajan, Srinivas Sunderrajan",2010
,,,,,,,,,,,,,,,,,,,,,
"Johnny Baweja, Reeth Mazumder, Manav Kaul, Puru Chibber",N/A,N/A,N/A,Ishaan Trivedi,Thriller,tt5780570,4.4,83,Hindi,N/A,A Scandall,"Kuhu, a 9 year old girl, drowns in a lake in Nainital. Soon after, her father, Manav falls off a cliff but lives on to lead a strange life of hallucinations and complete metamorphosis. ...",N/A,N/A,24 Jun 2016,,112 min,movie,N/A,Ishaan Trivedi,2016
"Mehul Adwani, Dheeraj Bishnoi, Munmun Guha, Kuldip Singh Khalsa",N/A,N/A,N/A,I.A. Siddique,"Drama, Romance",tt4930160,5.8,20,Hindi,N/A,I Am Mr Mother,N/A,N/A,N/A,14 Aug 2015,,90 min,movie,N/A,I.A. Siddique,2015
"Shiva Rindani, Adi Irani, Saisha Sehgal, Rahul Madaan",N/A,N/A,N/A,Avdhesh Kumar Sharma,"Crime, Mystery, Thriller",tt5958182,N/A,N/A,Hindi,N/A,Sunday Night,"Full-length Hindi feature film, revolving around Maya, against whom her own loved ones conspire, till one Sunday Night, she decides to fight back.",N/A,N/A,01 Mar 2017,,110 min,movie,N/A,"Srivinay Salian (screenplay), Avdhesh Kumar Sharma (story)",2017
"Rati Agnihotri, Kanchan Awasthi, Rishi Bhutani, Prem Chopra",N/A,N/A,N/A,Milann Ajmera,"Documentary, Biography, Drama",tt2872050,5.6,22,Hindi,N/A,Jai Jawaan Jai Kisaan,Jai Jawaan Jai Kisaan is a journey about Lal Bahadur Shashtri's glorious life. The movie begins with the various freedom fights in the country during the pre-independence era. A time where ...,N/A,N/A,06 Feb 2015,,N/A,movie,N/A,Dhiraj Mishra,2015
"Mukesh Bhatt, Rajshree Choudhary, Arijit Sen Gupta, Om Katare",N/A,N/A,N/A,P. Som Shekar,"Comedy, Horror, Romance",tt1607600,4.8,5,Hindi,N/A,Muskurake Dekh Zara,N/A,N/A,N/A,26 Mar 2010,,N/A,movie,N/A,Anurag Kashyap,2010
"Rani Agrawal, Frank M. Ahearn, Suzanne Bernert, Sudha Chandran",N/A,N/A,N/A,Amol Shetge,Comedy,tt2332705,4.1,7,Hindi,N/A,Love Recipe,Love Recipe is a fresh comic caper filled with vibrant characters led by the pair of Rahul and Tia. Rahul a DJ by profession is of the opinion that Hindustaniyat is not about clothes or ...,N/A,N/A,05 May 2012,,N/A,movie,N/A,"Shyam Goel, M. Salim, Amol Shetge",2012
"Aishwarya, Anand Alkunte, Aman Attar, Pratibha Date",N/A,N/A,N/A,Yogesh Gosavi,"Biography, Drama",tt1662540,7.8,13,"Marathi, Hindi",N/A,Pratisaad: The Response,The story of one homeopathic Dr.Aditya Deshmukh who sets his own pure homeopathic hospital where all diseases has been treated with homeopathic medicines without any use of oxygen cylinders...,N/A,N/A,N/A,,126 min,movie,N/A,"Tejas Vijay Deoskar, Yogesh Gosavi (additional material), Kishore Kadam (additional material), Gautam Poddar",2010
"Adil Jain, Sahib",N/A,N/A,N/A,Upamanyu Sushma Naskar,"Adventure, Drama",tt5321356,N/A,N/A,Hindi,N/A,In Search of Life,N/A,N/A,N/A,N/A,,132 min,movie,N/A,Upamanyu Sushma Naskar,2016
N/A,N/A,N/A,N/A,Dweep Raj Kochhar,Action,tt2304475,6.6,N/A,Hindi,N/A,Akkad Bakkad Bam Be Bo,N/A,N/A,N/A,16 Mar 2012,,N/A,movie,N/A,Dweep Raj Kochhar,2012
"Shakti Kapoor, Prashant Narayanan, Aditya Pancholi, Rakhi Sawant",N/A,N/A,N/A,Sachindra Sharma,Drama,tt4355892,3.2,13,Hindi,N/A,Mumbai Can Dance Saalaa,N/A,N/A,N/A,02 Jan 2015,,135 min,movie,N/A,Sachindra Sharma,2015
"Avinash Bhargava, Samarth Chaturvedi, Suresh Dubey, Leena",N/A,N/A,N/A,Karan Kashyyap,Comedy,tt3121618,N/A,N/A,Hindi,N/A,Zindagi Jalebi,Zindgi Jalebi is a comedy based on idle minds is devils' workshop. It also symbolises an innate need and tendency of every human to do a heroic deed and a desire to be remembered for it for...,N/A,N/A,06 Sep 2013,,N/A,movie,N/A,Karan Kashyyap,2013
"Anupam Kher, Sharat Saxena, Parvin Dabas, Vansh Bhardwaj",N/A,N/A,N/A,Parvin Dabas,"Action, Comedy, Drama",tt1630282,4.9,250,"Hindi, Panjabi, English",N/A,Sahi Dhandhe Galat Bande,The son of a politician is abducted. The kidnappers play a dangerous double game to support activists against land grabbing by the Government.,N/A,N/A,19 Aug 2011,,N/A,movie,N/A,Parvin Dabas,2011
,,,,,,,,,,,,,,,,,,,,,
"Dolly Ahluwalia, Aamir Bashir, Vishnu Shankar Belu, Seema Biswas",N/A,N/A,N/A,"Bikramjeet Bhullar, Ranjit Kapoor","Comedy, War",tt4567602,5.1,48,Hindi,N/A,Jai Ho! Democracy,"Jai Ho Democracy, is an Indian comedy film from the writer of 1983 bollywood cult film Jaane Bhi Do Yaaro. It is a dark satire on Indian politics and takes a dig at the existing social and political morass India is staring at currently.",Indian Production House,N/A,24 Apr 2015,,85 min,movie,https://www.facebook.com/jaihodemocracy,"Sreekanth Agneeaswaran, Bikramjeet Bhullar, Ranjit Kapoor",2015
"Rehal Khan, Gulshan Grover, Mukesh Tiwari, Nippon Goswami",N/A,N/A,N/A,Mohibul Haque,Action,tt5776918,N/A,N/A,Hindi,N/A,18.11,"A software engineer creates a program that triggers a warning text to everyone in the vicinity whenever a bomb explodes. As he continues to develop it, corrupt enemies try to snatch it from him.",N/A,N/A,13 Jun 2014,,126 min,movie,N/A,Mohibul Haque,2014
"Muzahid Khan, Kavya Kiran, Deepak Srivastav",N/A,N/A,N/A,Srinivaas Anjanappa,Romance,tt6126376,N/A,N/A,Hindi,N/A,Rang-E-Ishq,N/A,N/A,N/A,24 Apr 2015,,130 min,movie,N/A,Srinivaas Anjanappa,2015
"Nandita Das, Subodh Maskara",N/A,N/A,N/A,Ritesh Menon,Drama,tt5180120,N/A,N/A,"English, Hindi",N/A,Nandita Das and Divya Jagdale's Between the Lines,"The story of a lawyer couple who end up arguing on the opposite sides of a criminal trial, blurring their personal and professional lives.",N/A,N/A,29 Mar 2014,,78 min,movie,N/A,"Nandita Das, Divya Jagdale",2014
"Ambarish, Sudeep, Aindrita Ray",3 nominations.,N/A,N/A,S. Narayan,"Drama, Family",tt2922076,7.2,36,Kannada,N/A,Veera Parampare,N/A,N/A,N/A,29 Oct 2010,,N/A,movie,N/A,"Bobby Kolli (screenwriter), Bobby Kolli (story), S. Narayan (lyricist)",2010
"Manoj Juneja, Manoj Sharma, Gurdev Bhullar, Amritaa Dasgupta",N/A,N/A,N/A,Abhishek Utkarsh Deokar,Comedy,tt4572294,N/A,N/A,Hindi,N/A,Three Atrangi Jai-Veeru-Gabbar,Three Atrangi Jai-Veeru-Gabbar is a comedy drama film based on real life struggle in comedy genre plot.,N/A,N/A,08 May 2015,,124 min,movie,N/A,Abhishek Utkarsh Deokar,2015
"Pooja Bhattad, Shriya Fule, Sanket Galactus, Dipak Harne",N/A,N/A,N/A,"Prajact Rebeloma, Prajakt Rebeloma","Biography, Comedy, Drama",tt3363402,6.2,22,Hindi,N/A,The Lastbenchers,Its a movie about the life of LastBenchers who are failures in their academic life but when it comes to real life they struggles hard to become someone whom world can recognize and judge ...,N/A,N/A,18 Apr 2014,,147 min,movie,N/A,Prajakt Rebeloma,2014
"Raj Ballav Koirala, Malina Joshi, Rima Bishwokarma, Bishnu Neupane",N/A,N/A,N/A,Manoj Adhikari,Drama,tt3451716,7.2,12,Nepali,N/A,RITU Nepali,"So this is a love triangle. A guy and two girls. The two girls are the best of friends and opposite in every way. One is a good, kind, caring, studious type, the other is a hot, ...",N/A,N/A,07 Mar 2014,,N/A,movie,N/A,Sandeep Badal,2014
"Farhana Fatema, Ayushi Singh, Apoorv Vij",N/A,N/A,N/A,Vishal Taneja,Comedy,tt6500444,N/A,N/A,Hindi,N/A,I Am Not Devdas,N/A,N/A,N/A,N/A,,N/A,movie,N/A,"Girjesh Chaudhary (screenplay), Niketan Dave (additional dialogue), Kunal (script), Vishal Taneja (screenplay)",2017
"V. Ravichandran, Sudeep, Ramya Krishnan, Varalaxmi Sarathkumar",1 win & 6 nominations.,N/A,N/A,"Sudeep, Mahesh, Nandakishore","Action, Comedy, Crime",tt3184756,6.5,298,Kannada,N/A,Maanikya,Age old rivalry that exists between two sects of a village. How does love and peace change attitude of ruthless factionists?,N/A,NOT RATED,30 May 2014,,165 min,movie,N/A,Ravi Srivatsa (dialogue),2014
"Abhishek, Shehzad Khan, Viju Khote, Govind Namdeo",N/A,N/A,N/A,Vijay Kumar Mishra,Drama,tt6232408,N/A,N/A,Hindi,N/A,Gang of Littles,The Story of 4 Innocent kids who are common but there thinking is different from other's. They have aspiring dream to become scientist but ignorance of their parents guidance they commit something which is unthinkable by any one .,N/A,N/A,02 Dec 2016,,112 min,movie,N/A,Vijay Kumar Mishra (Gang of Littles),2016
"Parveen Kaur, Faisal Khan, Shahbaz Khan, Pramod Moutho",N/A,N/A,N/A,Sharique Minhaj,Romance,tt5021968,5.1,26,Hindi,N/A,Chinar Daastaan-E-Ishq,"Based on Urdu novel Jheel Jalti Hai, the film aspires to be an iconic love story of Jamaal (Faissal Khan) and Suraiyya (Inayat Sharma). Sadly, more than the somber story, the experience of watching this film is more tragic.",N/A,N/A,16 Oct 2015,,116 min,movie,N/A,"Ahmed Chaudhary, Mohsin Khan (screenplay), Sahar Quaze (screen play and dialogue), Renzu Shah",2015
"Raghuvir Yadav, Zakir Hussain, Yatin Karyekar, Puru Chibber",N/A,N/A,N/A,Abhishek Bindal,"Comedy, Drama, Musical",tt3169676,3.5,8,Hindi,N/A,Meinu Ek Ladki Chaahiye,The movie is a comical social satire portrays a 'Guru' and a 'Shishya' trying to change other's viewpoints and make them walk on the right path.,N/A,N/A,26 Sep 2014,,N/A,movie,N/A,"Abhishek, Sekhar Kochgaven",2014
"Shweta Bhardwaj, Gulshan Grover, Adi Irani, Farida Jalal",N/A,N/A,N/A,"Adi Irani, Shiva Rindan",Thriller,tt3169704,2.8,8,Hindi,N/A,Raqt,N/A,N/A,N/A,27 Sep 2013,,180 min,movie,N/A,"Adi Irani, Shiva Rindan, Ranjiv Verma",2013
Piyush Mishra,N/A,N/A,N/A,Tanuja Shankar Khan,N/A,tt5493738,N/A,N/A,Hindi,N/A,Music Meri Jaan,N/A,N/A,N/A,N/A,,140 min,movie,N/A,Tanuja Shankar Khan,2016
,,,,,,,,,,,,,,,,,,,,,
"Mala Aravindan, P. Balachandran, Sreenath Bhasi, Roopesh Bhimta",N/A,N/A,N/A,Visakh G S,"Comedy, Thriller",tt3477498,5.4,77,"Hindi, Malayalam",N/A,Masala Republic,"The government has banned the use of pan masala products in the state. Politicians, the public, the police and the media take advantage of the situation.",N/A,N/A,25 Apr 2014,,135 min,movie,N/A,Arungeorge K. David,2014
"Krishna Singh Bisht, Urmila Mahanta, Mukesh Manas, Padmaja Roy",N/A,N/A,N/A,Rajnish Jaiswal,Drama,tt6181576,N/A,N/A,Hindi,N/A,Chakallaspur,Chakallaspur story narrates how an uneducated Billu get recognition from government for his village and changes lives of villagers from facing difficulties.,N/A,N/A,N/A,,N/A,movie,N/A,"Rajnish Jaiswal (story), Sidharth Singh (screenplay)",2016
,,,,,,,,,,,,,,,,,,,,,
"Paoli Dam, Jean Denis Römer, Cedric Cirotteau, Sadiya Siddiqui",1 win.,N/A,N/A,Laxmikant Shetgaonkar,Drama,tt2473432,6.8,12,"English, Konkani, Hindi",N/A,Baga Beach,Five teenagers struggle to live in the commercialized world in the backdrop of Goan tourism. Their dreams and aspirations will change forever after one of them will be subjected to sexual abuse.,N/A,N/A,01 Dec 2013,,103 min,movie,N/A,"Jyoti Dogra (screenplay), Laxmikant Shetgaonkar (screenplay), Laxmikant Shetgaonkar",2013
,,,,,,,,,,,,,,,,,,,,,
"Rahul Roy, Akansha Shivhare, Vivek Shrivastav, Trivikram Mattoo",N/A,N/A,N/A,Vierendrra Lalit,"Drama, Family, Thriller",tt3239126,N/A,N/A,"English, Hindi",N/A,To B or Not to B,"A childless couple at the verge of breaking up, plans to given themselves a last chance. They move to a hill station to spend some time together.. There enters a stranger in their life and ...",N/A,N/A,10 Jun 2016,,113 min,movie,N/A,"Rakesh Chaturvedi, Rakesh Chaturvedi, Sanjeev Tiwari, Sanjeev Tiwari",2016
"Anay, Kurush Deboo, Mohit Ghai, Ahwaan",N/A,N/A,N/A,Jaiveer,"Comedy, Drama",tt1465488,3.6,18,Hindi,N/A,Happy Husbands,Three married men seek counseling from a fourth in order to meet and date other women.,N/A,N/A,25 Mar 2011,,N/A,movie,N/A,"Jaiveer (screenplay), Jaiveer (story), Sarim Momin (lyrics)",2011
"Serena Lorien, Melissa Scott Clark, Aiden Angeli, Debleena Sen",N/A,N/A,N/A,Sumana Mukherjee,Drama,tt2488232,5.6,11,"Hindi, English",N/A,Dreamz: The Movie,"Ten women, from different parts of the world, with tragic and abusive pasts.",N/A,N/A,01 May 2013,,120 min,movie,N/A,"Harbeen Arora (script), Harbeen Arora, Vishaal Desai (scriptwriter), Giselle Grayson (assistant scriptwriter), Serena Lorien (assistant scriptwriter)",2013
